path,title,nav,type,status,redirect_target,url
/,Flock Safety,header+footer,index,200,,https://www.flocksafety.com/
/abm,Not Found,crawl-only [not-in-sitemap],dead,404,,https://www.flocksafety.com/abm
/abm/amazon,Amazon,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/amazon
/abm/burlington,Burlington,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/burlington
/abm/disney,Disney,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/disney
/abm/edison,Edison,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/edison
/abm/international-paper,International Paper,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/international-paper
/abm/national-grid,National Grid,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/national-grid
/abm/nike,Nike,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/nike
/abm/publix,Publix,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/publix
/abm/unitedhealth-group,UnitedHealth Group,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/unitedhealth-group
/abm/walmart,Walmart,sitemap-only,marketing (campaign LP),200,,https://www.flocksafety.com/abm/walmart
/accessibility-plan,Flock Safety Accessibility Plan | WCAG 2.1 Commitment,footer,utility,200,,https://www.flocksafety.com/accessibility-plan
/accessibility-statement,Digital Accessibility Statement | Flock Safety,footer,utility,200,,https://www.flocksafety.com/accessibility-statement
/are-you-ready-for-the-new-budget-year,Are You Ready for the New Budget Year?,sitemap-only,marketing,200,,https://www.flocksafety.com/are-you-ready-for-the-new-budget-year
/big-city-ai-tools-on-a-budget,Big City AI Tools on a Budget,sitemap-only,marketing,200,,https://www.flocksafety.com/big-city-ai-tools-on-a-budget
/blog,"Flock Safety Blog: Public Safety News, Insights & Tips",header,index,200,,https://www.flocksafety.com/blog
/blog/10-of-reported-crime-in-the-u-s-is-solved-using-flock-technology,10% of All Reported U.S. Crime Is Solved Using Flock,sitemap-only,post,200,,https://www.flocksafety.com/blog/10-of-reported-crime-in-the-u-s-is-solved-using-flock-technology
/blog/10-safety-tips-for-the-holiday-season,10 Holiday Safety Tips: Protect Your Home and Family,sitemap-only,post,200,,https://www.flocksafety.com/blog/10-safety-tips-for-the-holiday-season
/blog/1000-missing-persons-reunited,"1,000 Missing Persons Reunited Through Flock Safety",sitemap-only,post,200,,https://www.flocksafety.com/blog/1000-missing-persons-reunited
/blog/1000-worth-of-property-damage-recovered,How One HOA Cut Crime From Biweekly to Once a Year,sitemap-only,post,200,,https://www.flocksafety.com/blog/1000-worth-of-property-damage-recovered
/blog/17-powerful-ways-to-utilize-a-mobile-camera-trailer,17 Powerful Ways to Use a Mobile Camera Trailer for Security,sitemap-only,post,200,,https://www.flocksafety.com/blog/17-powerful-ways-to-utilize-a-mobile-camera-trailer
/blog/20-million-gift-card-scheme-exposed-by-video-cameras,How Video Cameras Helped Expose a $20M Gift Card Scheme,sitemap-only,post,200,,https://www.flocksafety.com/blog/20-million-gift-card-scheme-exposed-by-video-cameras
/blog/20-tips-to-deter-crime-and-foster-peace-of-mind-in-your-community,20 Tips to Deter Crime and Boost Community Safety,sitemap-only,post,200,,https://www.flocksafety.com/blog/20-tips-to-deter-crime-and-foster-peace-of-mind-in-your-community
/blog/200-vs-400-feet-dfr,"Why Drone as First Responder Needs 400 Feet, Not 200",sitemap-only,post,200,,https://www.flocksafety.com/blog/200-vs-400-feet-dfr
/blog/2022-solved-awards,Meet the 2022 Flock #SolvedAwards Winners and Cases,sitemap-only,post,200,,https://www.flocksafety.com/blog/2022-solved-awards
/blog/2022-yc-top-private-company,Flock Safety Named #25 on 2022 YC Top Companies List,sitemap-only,post,200,,https://www.flocksafety.com/blog/2022-yc-top-private-company
/blog/2023-solved-awards,2023 Flock #Solved Awards: See This Year's 8 Winners,sitemap-only,post,200,,https://www.flocksafety.com/blog/2023-solved-awards
/blog/24-7-schools-how-to-best-protect-your-campus-when-youre-not-there,24/7 School Security: Protecting Campuses After Hours,sitemap-only,post,200,,https://www.flocksafety.com/blog/24-7-schools-how-to-best-protect-your-campus-when-youre-not-there
/blog/3-lessons-we-learned-from-law-enforcement-building-flock-safety-falcon-camera,3 Lessons From Officers That Shaped Flock's ALPR Camera,sitemap-only,post,200,,https://www.flocksafety.com/blog/3-lessons-we-learned-from-law-enforcement-building-flock-safety-falcon-camera
/blog/3-month-old-kidnapped-located-safely-michigan,3-Month-Old Located 25 Minutes After Kidnapping in Michigan,sitemap-only,post,200,,https://www.flocksafety.com/blog/3-month-old-kidnapped-located-safely-michigan
/blog/3-ways-license-plate-readers-really-reduce-crime,3 Ways License Plate Readers Really Reduce Crime Rates,sitemap-only,post,200,,https://www.flocksafety.com/blog/3-ways-license-plate-readers-really-reduce-crime
/blog/3-ways-your-asset-protection-and-loss-prevention-teams-can-reduce-organized-retail-crime,3 Ways to Reduce Organized Retail Crime With LPR Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/3-ways-your-asset-protection-and-loss-prevention-teams-can-reduce-organized-retail-crime
/blog/4-ways-flocks-mobile-security-trailer-delivers-a-smarter-way-to-secure-your-property,4 Ways Flock's Mobile Security Trailer Protects Property,sitemap-only,post,200,,https://www.flocksafety.com/blog/4-ways-flocks-mobile-security-trailer-delivers-a-smarter-way-to-secure-your-property
/blog/5-crime-prevention-tips-from-police-for-hoas,"5 Crime Prevention Tips for HOA Boards, From Police",sitemap-only,post,200,,https://www.flocksafety.com/blog/5-crime-prevention-tips-from-police-for-hoas
/blog/5-key-insights-on-tackling-organized-retail-crime-from-law-enforcement-leaders,5 ORC Insights From Law Enforcement Leaders at IACP,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-key-insights-on-tackling-organized-retail-crime-from-law-enforcement-leaders
/blog/5-keys-to-hiring-for-drive-and-building-in-the-gray-how-two-rtic-leaders-are-shaping-real-time-policing,5 Hiring Keys From Two Real-Time Crime Center Leaders,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-keys-to-hiring-for-drive-and-building-in-the-gray-how-two-rtic-leaders-are-shaping-real-time-policing
/blog/5-lessons-on-transitioning-from-law-enforcement-to-the-private-sector,5 Lessons on Moving from Law Enforcement to Private Sector,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-lessons-on-transitioning-from-law-enforcement-to-the-private-sector
/blog/5-places-your-community-may-need-better-coverage,5 Places Your Community May Need Better Coverage,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-places-your-community-may-need-better-coverage
/blog/5-safety-tips-for-house-hunting,5 Safety Tips for House Hunting in a New Neighborhood,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-safety-tips-for-house-hunting
/blog/5-steps-to-establish-a-real-time-crime-center,How to Build a Real-Time Crime Center: 5 Steps for Any Agency,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-steps-to-establish-a-real-time-crime-center
/blog/5-strategies-for-smarter-parking-lot-security-with-alpr-solar-solutions,5 Parking Lot Security Strategies Using ALPR & Solar Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-strategies-for-smarter-parking-lot-security-with-alpr-solar-solutions
/blog/5-times-license-plate-readers-saved-the-day,5 Real Cases Where License Plate Reader Data Saved the Day,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-times-license-plate-readers-saved-the-day
/blog/5-tips-keeping-your-neighborhood-safe,5 Neighborhood Security Tips for Safer Communities,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-tips-keeping-your-neighborhood-safe
/blog/5-tips-to-virtually-engage-your-community-during-covid-19,5 Ways Police Departments Can Engage Communities Virtually,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-tips-to-virtually-engage-your-community-during-covid-19
/blog/5-ways-flock-safety-is-transforming-school-campus-safety----starting-with-a-smarter-dismissal-line,School Dismissal Line Safety: 5 Ways Flock Helps Schools,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-ways-flock-safety-is-transforming-school-campus-safety----starting-with-a-smarter-dismissal-line
/blog/5-ways-host-cities-can-prepare-for-a-safe-and-successful-2026-fifa-world-cup,5 Ways Host Cities Can Prep for the 2026 World Cup,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-ways-host-cities-can-prepare-for-a-safe-and-successful-2026-fifa-world-cup
/blog/5-ways-to-use-virtual-tools-for-neighborhood-safety,5 Virtual Tools to Keep Your Neighborhood Safe,sitemap-only,post,200,,https://www.flocksafety.com/blog/5-ways-to-use-virtual-tools-for-neighborhood-safety
/blog/6-benefits-of-lpr-for-law-enforcement,6 Benefits of License Plate Readers for Law Enforcement,sitemap-only,post,200,,https://www.flocksafety.com/blog/6-benefits-of-lpr-for-law-enforcement
/blog/6-career-tips-for-security-professionals-from-oscar-arango,6 Career Tips for Security Pros from Ex-Target VP Arango,sitemap-only,post,200,,https://www.flocksafety.com/blog/6-career-tips-for-security-professionals-from-oscar-arango
/blog/6-myths-license-plate-readers-security-systems,"6 Myths About License Plate Readers, Debunked With Facts",sitemap-only,post,200,,https://www.flocksafety.com/blog/6-myths-license-plate-readers-security-systems
/blog/6-safety-tips-your-2023-back-to-school-safety-kit,6 Back-to-School Safety Tips Every Parent Should Know,sitemap-only,post,200,,https://www.flocksafety.com/blog/6-safety-tips-your-2023-back-to-school-safety-kit
/blog/7-questions-with-police-chief-thompson-of-elizabethtown-kentucky,"7 Questions with Elizabethtown, KY Police Chief Thompson",sitemap-only,post,200,,https://www.flocksafety.com/blog/7-questions-with-police-chief-thompson-of-elizabethtown-kentucky
/blog/8-rules-hoa-boards-can-follow-to-keep-residents-safe,8 Rules HOA Boards Can Follow to Keep Residents Safe,sitemap-only,post,200,,https://www.flocksafety.com/blog/8-rules-hoa-boards-can-follow-to-keep-residents-safe
/blog/8-security-tips-for-property-managers-save-time-and-money,8 Security Tips to Save Property Managers Time & Money,sitemap-only,post,200,,https://www.flocksafety.com/blog/8-security-tips-for-property-managers-save-time-and-money
/blog/a-5-step-plan-safety-plan-for-houses-worship,A 5-Step Plan to Build a Safety Plan for Houses of Worship,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-5-step-plan-safety-plan-for-houses-worship
/blog/a-chiefs-guide-to-evaluating-license-plate-readers-9-questions-to-ask-before-investing-in-lpr,A Chief's Guide: 9 Questions Before Investing in LPR,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-chiefs-guide-to-evaluating-license-plate-readers-9-questions-to-ask-before-investing-in-lpr
/blog/a-connected-future-how-elk-grove-pd-is-redefining-public-safety-with-drone-technology,Elk Grove PD's Drone Program: 30-Second Response Times,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-connected-future-how-elk-grove-pd-is-redefining-public-safety-with-drone-technology
/blog/a-conversation-with-safe-house-projects-brittany-dunn,Brittany Dunn on Ending Child Trafficking with Safe House,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-conversation-with-safe-house-projects-brittany-dunn
/blog/a-practical-guide-to-ai-policy-and-policing,A Practical Guide to AI Policy and Policing,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-practical-guide-to-ai-policy-and-policing
/blog/a-practical-lpr-and-video-strategy-for-small-patrol-teams,A Practical LPR and Video Strategy for Small Patrol Teams,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-practical-lpr-and-video-strategy-for-small-patrol-teams
/blog/a-smarter-path-to-help-prosecute-offenders-why-choose-flocks-mobile-security-trailer-vs-lvt,Flock Mobile Security Trailers vs. LVT: Which Wins?,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-smarter-path-to-help-prosecute-offenders-why-choose-flocks-mobile-security-trailer-vs-lvt
/blog/a-smarter-path-to-real-crime-reduction-why-choose-flocks-mobile-security-trailer-vs-lvt,Flock vs. LVT: Which Mobile Security Trailer Wins?,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-smarter-path-to-real-crime-reduction-why-choose-flocks-mobile-security-trailer-vs-lvt
/blog/a-tale-of-two-cities-how-a-flock-safe-city-subscription-transforms-operations-budgets-and-outcomes,A Tale of Two Cities: The Case for a Safe City Plan,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-tale-of-two-cities-how-a-flock-safe-city-subscription-transforms-operations-budgets-and-outcomes
/blog/a-wider-lens-on-justice-from-quick-ids-to-long-term-impact,From Quick IDs to Life Sentences: 6 Real Cases Solved,sitemap-only,post,200,,https://www.flocksafety.com/blog/a-wider-lens-on-justice-from-quick-ids-to-long-term-impact
/blog/academy-reduces-orc-with-flock-safety,Academy Sports Tackles Organized Retail Crime With Flock Safety,crawl-only [not-in-sitemap],redirect,200 (redirect),/customers/academy-sports-tackles-organized-retail-crime-with-flock-safety,https://www.flocksafety.com/blog/academy-reduces-orc-with-flock-safety
/blog/acg-atl-names-flock-safety-number-one-on-georgias-top-40-fastest-growing-companies,Flock Safety Named Georgia's #1 Fastest-Growing Company,sitemap-only,post,200,,https://www.flocksafety.com/blog/acg-atl-names-flock-safety-number-one-on-georgias-top-40-fastest-growing-companies
/blog/addressing-unauthorized-access-on-your-healthcare-campus,Addressing Unauthorized Access on Your Healthcare Campus,sitemap-only,post,200,,https://www.flocksafety.com/blog/addressing-unauthorized-access-on-your-healthcare-campus
/blog/aerodome-and-flock-safety-forge-strategic-partnership-to-expand-drone-as-first-responder-technology-for-public-safety-agencies,Flock Safety and Aerodome Partner on Drone Response,sitemap-only,post,200,,https://www.flocksafety.com/blog/aerodome-and-flock-safety-forge-strategic-partnership-to-expand-drone-as-first-responder-technology-for-public-safety-agencies
/blog/affordable-cameras,Affordable License Plate Cameras: A Memphis-Area Test,sitemap-only,post,200,,https://www.flocksafety.com/blog/affordable-cameras
/blog/after-public-debate-these-cities-chose-safety-and-privacy-with-flock,These Cities Chose Flock After Public Privacy Debates,sitemap-only,post,200,,https://www.flocksafety.com/blog/after-public-debate-these-cities-chose-safety-and-privacy-with-flock
/blog/ai-video-search-for-retail-theft-investigations,AI Video Search Cuts Retail Theft Investigation Time,sitemap-only,post,200,,https://www.flocksafety.com/blog/ai-video-search-for-retail-theft-investigations
/blog/airsight-and-flock-bring-airspace-intelligence-into-one-operating-picture,AirSight and Flock Unite Drone Detection with FlockOS,sitemap-only,post,200,,https://www.flocksafety.com/blog/airsight-and-flock-bring-airspace-intelligence-into-one-operating-picture
/blog/albany-pd-announces-the-addition-of-120-flock-cameras,Albany Police Department Adds 120 Flock LPR Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/albany-pd-announces-the-addition-of-120-flock-cameras
/blog/alert-respond-resolve-officers-move-fast-with-the-right-signal,"Alert, Respond, Resolve: How Officers Move Faster Now",sitemap-only,post,200,,https://www.flocksafety.com/blog/alert-respond-resolve-officers-move-fast-with-the-right-signal
/blog/allentown-pennsylvania-is-partnering-with-flock-to-shape-a-safer-community,"Allentown, PA Partners With Flock Safety on Public Safety",sitemap-only,post,200,,https://www.flocksafety.com/blog/allentown-pennsylvania-is-partnering-with-flock-to-shape-a-safer-community
/blog/alpr-program-community-relations,Starting an ALPR Program? Get Your Community On Board,sitemap-only,post,200,,https://www.flocksafety.com/blog/alpr-program-community-relations
/blog/alpr-technology-gun-violence,How ALPR Technology Helps Reduce Gun Violence,sitemap-only,post,200,,https://www.flocksafety.com/blog/alpr-technology-gun-violence
/blog/amber-alerts-partnership,How Flock Broadcasts AMBER Alerts to Help Find Missing Kids,sitemap-only,post,200,,https://www.flocksafety.com/blog/amber-alerts-partnership
/blog/an-asset-protection-experts-pov-on-drones-and-the-future-of-security,Ex-Target Exec on Drones: The Future of Asset Protection,sitemap-only,post,200,,https://www.flocksafety.com/blog/an-asset-protection-experts-pov-on-drones-and-the-future-of-security
/blog/an-update-on-ring-partnership,Flock and Ring Cancel Planned Community Requests Tool,sitemap-only,post,200,,https://www.flocksafety.com/blog/an-update-on-ring-partnership
/blog/anderson-police-bridge-people-policing-technology,How Anderson PD Bridges Staffing Gaps With Technology,sitemap-only,post,200,,https://www.flocksafety.com/blog/anderson-police-bridge-people-policing-technology
/blog/announcing-the-2024-flock-safety-physical-security-awards,Announcing the 2024 Flock Safety Physical Security Awards,sitemap-only,post,200,,https://www.flocksafety.com/blog/announcing-the-2024-flock-safety-physical-security-awards
/blog/announcing-the-2024-flock-safety-solved-awards-winners,2024 Flock Safety #Solved Awards: Meet the Winners,sitemap-only,post,200,,https://www.flocksafety.com/blog/announcing-the-2024-flock-safety-solved-awards-winners
/blog/apartment-safety-tips,Apartment Safety Tips: 5 Ways for Renters to Stay Safe,sitemap-only,post,200,,https://www.flocksafety.com/blog/apartment-safety-tips
/blog/apartment-security-camera-flock-safety,Multifamily Property Security: License Plate Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/apartment-security-camera-flock-safety
/blog/apartment-security-flock-lpr-cameras,Top 3 Benefits of Flock LPR Cameras for Apartment Security,sitemap-only,post,200,,https://www.flocksafety.com/blog/apartment-security-flock-lpr-cameras
/blog/are-flock-products-discriminatory,Are Flock Products Discriminatory?,sitemap-only,post,200,,https://www.flocksafety.com/blog/are-flock-products-discriminatory
/blog/around-the-events-involving-george-floyd-minneapolis,Flock Safety's Statement on George Floyd and Policing,sitemap-only,post,200,,https://www.flocksafety.com/blog/around-the-events-involving-george-floyd-minneapolis
/blog/automated-license-plate-readers-and-the-fourth-amendment-a-public-safety-by-design-perspective-from-flock,Are License Plate Readers Constitutional? The Case Law,sitemap-only,post,200,,https://www.flocksafety.com/blog/automated-license-plate-readers-and-the-fourth-amendment-a-public-safety-by-design-perspective-from-flock
/blog/awareness-on-arrival-when-the-right-lead-comes-early,Awareness on Arrival: When Early Leads Solve Crime Fast,sitemap-only,post,200,,https://www.flocksafety.com/blog/awareness-on-arrival-when-the-right-lead-comes-early
/blog/axon-plans-to-sever-apis-with-flock,Axon Plans to Sever API Ties With Flock Safety,sitemap-only,post,200,,https://www.flocksafety.com/blog/axon-plans-to-sever-apis-with-flock
/blog/balancing-safety-and-experience-how-technology-is-shaping-the-future-of-retail-security,Retail Security Tech: Stop Theft Without the Hassle,sitemap-only,post,200,,https://www.flocksafety.com/blog/balancing-safety-and-experience-how-technology-is-shaping-the-future-of-retail-security
/blog/best-hoa-perimeter-security,HOA Perimeter Security: 8 Best Practices That Work,sitemap-only,post,200,,https://www.flocksafety.com/blog/best-hoa-perimeter-security
/blog/best-lpr-camera-crime-center-solution,How a Real-Time Crime Center Improves Public Safety,sitemap-only,post,200,,https://www.flocksafety.com/blog/best-lpr-camera-crime-center-solution
/blog/best-places-to-use-mobile-security-trailers,Best Places to Use Mobile Security Trailers for Deterrence,sitemap-only,post,200,,https://www.flocksafety.com/blog/best-places-to-use-mobile-security-trailers
/blog/best-public-safety-drone,Best Public Safety Drones for Faster Emergency Response,sitemap-only,post,200,,https://www.flocksafety.com/blog/best-public-safety-drone
/blog/best-public-safety-drones-for-law-enforcement-and-emergency,5 Best Public Safety Drones for Law Enforcement and Emergency Teams,sitemap-only,post,200,,https://www.flocksafety.com/blog/best-public-safety-drones-for-law-enforcement-and-emergency
/blog/better-together-how-lprs-and-mobile-security-trailers-strengthen-security-across-your-commercial-properties,How LPRs and Mobile Trailers Strengthen Property Security,sitemap-only,post,200,,https://www.flocksafety.com/blog/better-together-how-lprs-and-mobile-security-trailers-strengthen-security-across-your-commercial-properties
/blog/beyond-crime-reduction-how-flock-forward-2025-redefined-public-safety,How Flock Forward 2025 Redefined Public Safety Strategy,sitemap-only,post,200,,https://www.flocksafety.com/blog/beyond-crime-reduction-how-flock-forward-2025-redefined-public-safety
/blog/beyond-kubeflow-why-we-built-traintrack,Why Flock Built Traintrack: Beyond Kubeflow for ML,sitemap-only,post,200,,https://www.flocksafety.com/blog/beyond-kubeflow-why-we-built-traintrack
/blog/birds-of-a-feather-dennis-segovia,Birds of a Feather: Meet Field Tech Dennis Segovia,sitemap-only,post,200,,https://www.flocksafety.com/blog/birds-of-a-feather-dennis-segovia
